Funded ID,Product,Initial Funding Date,Total Original Balance,Total Original RTR,Past Due Amount,Total Principal Net Charge Off,Owner FICO,Commission Cost %
6579,SuperB,3/1/2023,"600,000","786,000","-201,380",0,731,0.01
6578,RBF,3/1/2023,"525,000","672,000",0,0,793,0.06
6577,RBF,3/1/2023,"200,000","268,000",0,0,720,0.07
6575,RBF,3/1/2023,"500,000","670,000",0,0,751,0.1
6574,RBF,3/1/2023,"150,000","196,500",0,0,668.5,0.1
6573,RBF,2/28/2023,"775,000","1,038,500",0,0,743.5,0.07
6572,SuperB,2/28/2023,"500,000","600,000",0,0,729,0.02
6571,SuperB,2/28/2023,"250,000","323,750",0,"48,789",801,0.005
6570,RBF,2/28/2023,"400,000","548,000",0,0,664,0.1
6569,RBF,2/28/2023,"505,000","661,550",0,"28,105",752,0.05
6568,RBF,2/28/2023,"150,000","204,000",0,"17,991",662,0.1
6567,SuperB,2/28/2023,"1,250,000","1,675,000",0,"751,488",750,0.05
6566,RBF,2/28/2023,"150,000","207,000",0,0,658,0.12
6565,SuperB,2/27/2023,"3,650,000","4,763,250",0,0,681,0.03
6564,RBF,2/27/2023,"250,000","312,500",0,0,672,0.03
6563,RBF,2/27/2023,"250,000","325,000",0,0,689,0.06
6562,RBF,2/27/2023,"250,000","332,500","-105,563",0,728.5,0.04
6561,RBF,2/27/2023,"250,000","320,000",0,0,664,0.04
6560,RBF,2/27/2023,"250,000","322,500",0,0,825,0.05
6559,RBF,2/24/2023,"250,000","345,000",0,0,622,0.12
6558,RBF,2/24/2023,"500,000","650,000",0,"283,334",693,0.02
6557,RBF,2/24/2023,"400,000","504,000",0,0,753,0.04
6556,RBF,2/24/2023,"400,000","548,000",0,0,649,0.12
6555,RBF,2/24/2023,"150,000","192,000",0,0,707,0.05
6554,SuperB,2/23/2023,"2,500,000","3,225,000",0,0,749.5,0.02
6553,RBF,2/23/2023,"400,000","520,000",0,0,697,0.07
6552,SuperB,2/23/2023,"2,000,000","2,580,000",0,0,705,0.05
6551,RBF,2/23/2023,"150,000","198,000",0,0,741.5,0.08
6550,RBF,2/23/2023,"300,000","381,000",0,0,725,0.02
6549,RBF,2/23/2023,"250,000","327,500",0,"178,615",683,0.05
6548,RBF,2/23/2023,"250,000","345,000",0,0,746,0.1
6546,RBF,2/22/2023,"350,000","444,500",0,"273,883",789,0.05
6545,RBF,2/22/2023,"250,000","330,000",0,0,722,0.05
6544,SuperB,2/22/2023,"2,500,000","3,225,000",0,0,703,0.05
6543,SuperB,2/22/2023,"693,970","853,583",0,0,750,0.02
6542,SuperB,2/22/2023,"2,100,000","2,772,000",0,0,729,0.04
6541,SuperB,2/22/2023,"1,000,000","1,220,000",0,0,716,0.03
6540,RBF,2/22/2023,"500,000","620,000",0,0,674,0.03
6539,RBF,2/22/2023,"50,000","66,500",0,0,723,0.12
6538,RBF,2/22/2023,"150,000","192,000",0,0,719,0.04
6537,SuperB,2/22/2023,"750,000","900,000",0,0,763,0.03
6536,RBF,2/22/2023,"250,000","300,000",0,0,779,0.01
6535,RBF,2/22/2023,"75,000","102,000",0,0,782,0.12
6534,RBF,2/22/2023,"125,000","170,000",0,0,716,0.1
6533,RBF,2/21/2023,"200,000","258,000",0,0,786,0.035
6532,RBF,2/21/2023,"300,000","384,000",0,0,707,0.05
6531,SuperB,2/21/2023,"750,000","990,000",0,0,684,0.03
6530,RBF,2/21/2023,"50,000","66,500",0,0,644,0.1
6529,RBF,2/21/2023,"125,000","165,000",0,0,725,0.07
6528,RBF,2/21/2023,"250,000","305,000",0,0,729.5,0.02
6527,RBF,2/17/2023,"200,000","250,000",0,0,745,0.04
6526,RBF,2/17/2023,"500,000","640,000",0,0,752,0.04
6525,RBF,2/17/2023,"500,000","650,000",0,"263,988",693,0.04
6524,RBF,2/17/2023,"500,000","655,000",0,0,707,0.03
6523,RBF,2/17/2023,"1,510,000","1,879,950",0,"828,444",809.5,0.005
6522,RBF,2/17/2023,"250,000","337,500",0,0,664,0.1
6521,RBF,2/16/2023,"800,000","1,032,000",0,0,773,0.04
6520,RBF,2/16/2023,"210,000","273,000",0,0,653,0.06
6519,SuperB,2/16/2023,"1,350,000","1,768,500","-691,314",0,739.5,0.05
6518,RBF,2/16/2023,"250,000","327,500",0,0,657,0.06
6516,RBF,2/16/2023,"350,000","451,500","-202,048",0,676.5,0.05
6515,RBF,2/16/2023,"1,000,000","1,280,000",0,"25,315",782.5,0.02
6513,RBF,2/16/2023,"450,000","576,000",0,0,760,0.05
6512,RBF,2/16/2023,"400,000","548,000",0,0,686.5,0.12
6511,RBF,2/16/2023,"250,000","322,500",0,0,825,0.05
6510,RBF,2/16/2023,"125,000","160,000",0,0,644,0.06
6509,RBF,2/15/2023,"100,000","133,500",0,0,719,0.12
6508,RBF,2/15/2023,"400,000","528,000",0,0,630,0.05
6507,RBF,2/15/2023,"450,000","607,500",0,0,728.5,0.1
6506,RBF,2/15/2023,"300,000","393,000",0,"187,821",674,0.06
6505,RBF,2/15/2023,"350,000","462,000",0,"78,000",753,0.05
6504,RBF,2/15/2023,"80,000","105,600",0,0,705,0.04
6503,RBF,2/15/2023,"300,000","402,000",0,0,676.5,0.1
6502,RBF,2/15/2023,"150,000","195,000",0,0,680,0.06
6501,RBF,2/14/2023,"200,000","262,000",0,0,753.5,0.07
6500,RBF,2/14/2023,"400,000","476,000",0,0,712.5,0.01
6499,RBF,2/14/2023,"500,000","635,000",0,0,767.5,0.04
6498,RBF,2/14/2023,"200,000","272,000",0,0,728.5,0.11
6497,RBF,2/13/2023,"400,000","508,000",0,0,773,0.05
6496,RBF,2/13/2023,"250,000","318,750",0,0,633,0.03
6495,RBF,2/13/2023,"250,000","337,500",0,0,691,0.1
6494,RBF,2/10/2023,"75,000","96,750",0,0,692,0.06
6493,RBF,2/10/2023,"500,000","670,000",0,0,688.5,0.07
6492,RBF,2/10/2023,"500,000","655,000",0,0,678,0.06
6491,RBF,2/10/2023,"200,000","258,000",0,"2,666",640.5,0.04
6490,RBF,2/10/2023,"65,000","90,350",0,0,651,0.12
6489,RBF,2/10/2023,"350,000","434,000",0,0,716,0.08
6488,RBF,2/10/2023,"300,000","390,000",0,"145,238",668,0.04
6487,RBF,2/10/2023,"250,000","325,000",0,0,736.5,0.1
6486,RBF,2/10/2023,"100,000","127,000",0,0,669,0
6485,RBF,2/10/2023,"250,000","310,000",0,0,801,0.04
6484,RBF,2/9/2023,"420,000","550,200",0,0,637,0.06
6483,RBF,2/9/2023,"650,000","832,000",0,0,740,0.06
6482,RBF,2/9/2023,"1,500,000","1,770,000",0,0,809.5,0.03
6481,RBF,2/9/2023,"100,000","131,000",0,0,724,0.07
6480,RBF,2/8/2023,"25,000","33,500",0,0,618,0.08
6479,RBF,2/8/2023,"400,000","512,000",0,0,655,0.05
6478,RBF,2/7/2023,"150,000","193,500",0,"44,750",744,0.06
6477,RBF,2/7/2023,"250,000","312,500",0,0,715,0.05
6476,RBF,2/7/2023,"220,000","299,200",0,0,671,0.05
6475,RBF,2/7/2023,"100,000","130,000",0,"80,303",753,0.04
6474,RBF,2/7/2023,"350,000","448,000",0,0,707,0.06
6473,SuperB,2/6/2023,"773,571","959,228",0,0,702,0.05
6472,RBF,2/6/2023,"84,749","110,173",0,0,635,0.05
6471,RBF,2/6/2023,"350,000","476,000",0,"319,667",740,0.12
6470,RBF,2/3/2023,"350,000","430,500",0,"53,241",659,0.03
6469,RBF,2/3/2023,"250,000","332,500",0,0,647,0.08
6468,RBF,2/2/2023,"150,000","202,500",0,0,778.5,0.12
6467,RBF,2/2/2023,"1,225,000","1,610,875",0,0,593,0.03
6466,RBF,2/2/2023,"300,000","399,000",0,0,690,0.08
6465,RBF,2/2/2023,"30,000","38,100",0,0,674,0.03
6464,RBF,2/1/2023,"105,000","142,800",0,0,724,0.12
6463,RBF,1/31/2023,"350,000","462,000",0,0,711,0.08
6462,SuperB,1/31/2023,"2,570,000","3,418,100",0,0,679,0.03
6461,RBF,1/31/2023,"300,000","387,000",0,0,698,0.04
6460,RBF,1/31/2023,"100,000","127,000",0,0,704,0.05
6459,RBF,1/31/2023,"1,250,000","1,537,500",0,0,781,0.015
6458,RBF,1/31/2023,"600,000","840,000",0,0,573,0.07
6457,RBF,1/31/2023,"200,000","254,000",0,0,706,0.07
6455,RBF,1/31/2023,"200,000","258,000",0,0,641,0.05
6454,RBF,1/31/2023,"400,000","516,000",0,"248,988",720,0.04
6453,RBF,1/31/2023,"10,000","12,300",0,0,743.5,0.02
6452,SuperB,1/30/2023,"2,200,000","2,574,000",0,0,711,0.04
6451,RBF,1/30/2023,"1,000,000","1,280,000",0,"85,713",672,0.04
6450,RBF,1/30/2023,"375,000","483,750",0,0,689,0.07
6449,RBF,1/30/2023,"350,000","458,500","-57,632",0,762,0.07
6448,RBF,1/30/2023,"100,000","124,000",0,0,716,0.08
6447,RBF,1/27/2023,"400,000","532,000",0,0,647,0.08
6446,SuperB,1/27/2023,"800,000","928,000",0,0,695,0.02
6445,RBF,1/27/2023,"650,000","884,000",0,0,756,0.1
6444,SuperB,1/27/2023,"2,700,000","3,537,000",0,0,732,0.04
6443,SuperB,1/26/2023,"2,500,000","2,850,000",0,0,762,0.02
6442,RBF,1/26/2023,"1,142,317","1,450,743",0,"330,013",719,0.02
6441,RBF,1/26/2023,"75,000","99,750",0,0,626,0.07
6440,RBF,1/26/2023,"450,000","589,500",0,0,660,0.07
6439,RBF,1/26/2023,"525,000","651,000",0,0,792,0.03
6438,RBF,1/26/2023,"410,000","520,700",0,0,749,0.04
6437,RBF,1/26/2023,"300,000","375,000",0,0,665,0.05
6436,SuperB,1/26/2023,"1,650,000","1,980,000",0,0,755,0.01
6435,SuperB,1/25/2023,"1,350,000","1,782,000",0,"787,966",678,0.03
6434,SuperB,1/25/2023,"1,500,000","1,800,000",0,0,830,0.04
6433,RBF,1/25/2023,"150,000","204,000",0,0,707,0.12
6432,SuperB,1/24/2023,"2,000,000","2,410,000",0,0,746.6666,0.03
6431,RBF,1/24/2023,"350,000","444,500",0,0,650,0.03
6430,RBF,1/24/2023,"75,000","99,000",0,0,706,0.065
6429,RBF,1/24/2023,"150,000","207,000",0,0,632.5,0.1
6428,RBF,1/23/2023,"500,000","650,000",0,"287,444",674,0.05
6427,RBF,1/23/2023,"270,000","356,400",0,0,675,0.08
6426,SuperB,1/20/2023,"3,000,000","3,630,000",0,0,794,0.01
6425,RBF,1/20/2023,"602,000","806,680",0,0,723,0.07
6424,RBF,1/20/2023,"100,000","127,000",0,0,663.5,0.03
6423,RBF,1/20/2023,"125,000","167,500",0,0,736.5,0.07
6422,RBF,1/20/2023,"125,000","168,750",0,0,747,0.12
6421,RBF,1/19/2023,"230,000","296,700",0,0,732.3333,0.05
6420,RBF,1/19/2023,"550,000","693,000",0,0,712.5,0.02
6419,RBF,1/19/2023,"250,000","325,000",0,0,670,0.04
6418,SuperB,1/18/2023,"1,500,000","1,762,500",0,0,720,0.005
6416,RBF,1/18/2023,"200,000","260,000",0,0,680,0.06
6415,RBF,1/18/2023,"1,000,000","1,260,000","-292,070",0,801,0.02
6414,RBF,1/18/2023,"400,000","548,000",0,0,706,0.12
6413,RBF,1/17/2023,"180,000","219,600",0,0,676,0.03
6412,RBF,1/17/2023,"100,000","128,000",0,"18,356",744,0.06
6411,RBF,1/17/2023,"50,000","64,500",0,0,661,0.05
6410,RBF,1/17/2023,"750,000","960,000",0,0,711.5,0.04
6409,RBF,1/17/2023,"60,000","75,600",0,0,742,0.08
6408,SuperB,1/13/2023,"2,550,000","3,366,000","-2,356,263",0,693,0.05
6407,RBF,1/13/2023,"400,000","512,000",0,0,713,0.1
6406,RBF,1/13/2023,"150,000","195,000",0,0,678,0.065
6405,SuperB,1/12/2023,"2,500,000","3,050,000",0,0,722.5,0.03
6404,RBF,1/13/2023,"250,000","290,000",0,0,762,0.02
6403,RBF,1/12/2023,"150,000","178,500",0,0,711,0.04
6402,RBF,1/12/2023,"300,000","384,000",0,0,766,0.06
6401,RBF,1/12/2023,"100,000","134,000",0,0,736,0.12
6400,RBF,1/12/2023,"500,000","640,000",0,0,661,0.04
6399,RBF,1/12/2023,"75,000","102,000",0,0,663,0.1
6398,RBF,1/12/2023,"60,000","79,200",0,0,677,0.08
6397,RBF,1/12/2023,"550,000","720,500","-329,509",0,640,0.04
6396,RBF,1/11/2023,"1,000,000","1,320,000",0,0,714,0.07
6395,RBF,1/11/2023,"100,000","130,000",0,0,738,0.06
6394,RBF,1/11/2023,"150,000","204,000",0,"133,809",734.5,0.12
6393,RBF,1/11/2023,"550,000","715,000",0,0,579,0.05
6392,SuperB,1/11/2023,"750,000","941,250",0,"284,315",800.5,0.005
6391,RBF,1/10/2023,"100,000","135,000",0,0,667,0.12
6390,RBF,1/10/2023,"50,000","64,000",0,0,658,0.05
6389,RBF,1/10/2023,"175,000","234,500",0,0,713,0.1
6388,RBF,1/10/2023,"500,000","650,000",0,"180,161",646,0.05
6387,RBF,1/10/2023,"250,000","327,500",0,0,750,0.07
6386,SuperB,1/10/2023,"2,200,000","2,772,000",0,0,693.5,0.03
6385,RBF,1/10/2023,"140,000","190,400",0,"118,234",717,0.12
6384,SuperB,1/10/2023,"2,700,000","3,294,000",0,"1,575,775",678,0.03
6382,SuperB,1/9/2023,"1,250,000","1,487,500",0,0,760.5,0.01
6381,RBF,1/9/2023,"1,350,000","1,782,000",0,0,673,0
6380,RBF,1/6/2023,"300,000","387,000",0,0,682,0.07
6379,SuperB,1/6/2023,"3,500,000","4,865,000",0,0,762,0.07
6378,RBF,1/6/2023,"50,000","70,000",0,0,588,0.12
6377,RBF,1/6/2023,"700,000","903,000",0,0,634.5,0.05
6376,RBF,1/6/2023,"1,250,000","1,650,000",0,0,691,0.06
6375,RBF,1/6/2023,"150,000","196,500",0,0,750,0.06
6374,RBF,1/5/2023,"85,000","114,750",0,0,664,0.08
6373,RBF,1/5/2023,"250,000","312,500",0,0,768,0.03
6372,RBF,1/4/2023,"200,000","268,000",0,0,801,0.1
6371,RBF,1/4/2023,"100,000","129,000","-30,811",0,677,0.05
6370,RBF,1/4/2023,"300,000","396,000",0,0,766,0.07
6369,RBF,1/4/2023,"505,000","631,250",0,0,702,0
6368,RBF,1/4/2023,"200,000","248,000",0,0,639,0.02
6367,RBF,1/4/2023,"850,000","1,130,500",0,0,708,0.07
6366,RBF,1/3/2023,"100,000","128,000",0,"3,497",672,0.06
6365,RBF,12/30/2022,"350,000","476,000",0,"132,778",647,0.12
6364,RBF,12/30/2022,"425,000","535,500",0,0,737,0.05
6363,RBF,12/30/2022,"1,200,000","1,614,000",0,0,647,0.05
6362,RBF,12/30/2022,"100,000","133,000",0,0,574,0.11
6361,RBF,12/30/2022,"150,000","190,500",0,"91,035",740,0.05
6360,RBF,12/30/2022,"400,000","500,000",0,0,702,0.04
6359,SuperB,12/30/2022,"4,000,000","5,100,000",0,0,765,0.03
6358,RBF,12/29/2022,"800,000","1,000,000",0,0,755,0.02
6357,RBF,12/29/2022,"350,000","437,500",0,0,776,0.05
6356,RBF,12/29/2022,"300,000","408,000",0,0,760,0.12
6355,RBF,12/28/2022,"400,000","544,000",0,0,673,0.1
6354,RBF,12/28/2022,"75,000","87,750",0,0,731,0.04
6353,RBF,12/28/2022,"400,000","496,000",0,0,764,0.03
6352,RBF,12/28/2022,"75,000","102,000",0,0,643,0.08
6351,RBF,12/28/2022,"150,000","181,500",0,0,747.3333,0.05
6350,RBF,12/27/2022,"750,000","885,000",0,0,667,0.02
6349,RBF,12/27/2022,"650,000","877,500",0,0,775,0.07
6348,RBF,12/27/2022,"250,000","330,000",0,"94,300",718,0.08
6347,RBF,12/27/2022,"99,999","132,999",0,0,676,0.08
6346,RBF,12/23/2022,"50,000","65,500",0,0,708,0.07
6345,RBF,12/23/2022,"125,000","165,000",0,0,675,0.08
6344,RBF,12/23/2022,"60,000","79,200",0,0,710,0.08
6343,RBF,12/23/2022,"1,500,000","1,995,000",0,0,776,0.04
6342,RBF,12/23/2022,"400,000","512,000",0,0,744,0.07
6341,RBF,12/23/2022,"750,000","990,000",0,0,738.5,0.05
6340,SuperB,12/23/2022,"1,000,000","1,165,000",0,0,758,0
6339,RBF,12/22/2022,"213,748","282,147",0,0,626,0.08
6338,RBF,12/22/2022,"500,000","625,000",0,0,714,0.05
6337,RBF,12/22/2022,"250,000","337,500",0,0,722.5,0.12
6336,RBF,12/22/2022,"150,000","183,000",0,0,656,0.03
6335,RBF,12/22/2022,"150,000","186,000",0,0,798,0.04
6334,RBF,12/22/2022,"600,000","768,000",0,0,763,0.06
6333,RBF,12/21/2022,"1,500,000","1,995,000",0,0,702,0.05
6332,RBF,12/21/2022,"150,000","187,500",0,0,691,0.04
6331,RBF,12/20/2022,"1,500,000","2,040,000",0,0,659,0.04
6330,RBF,12/20/2022,"150,000","190,500",0,0,681,0.05
6329,RBF,12/20/2022,"500,000","675,000",0,0,710.3333,0.1
6328,RBF,12/19/2022,"300,000","396,000",0,0,659.5,0.1
6327,RBF,12/19/2022,"125,000","148,750",0,0,776,0.07
6326,RBF,12/19/2022,"125,000","161,250",0,0,648,0.05
6325,RBF,12/19/2022,"100,000","130,000",0,0,719.5,0.06
6324,RBF,12/19/2022,"170,000","229,500",0,0,809,0.12
6323,RBF,12/19/2022,"200,000","246,000",0,"166,993",653,0.05
6322,RBF,12/19/2022,"1,100,000","1,430,000",0,0,750.5,0.03
6321,SuperB,12/16/2022,"1,500,000","1,935,000",0,0,753,0.06
6320,RBF,12/16/2022,"250,000","330,000",0,0,663,0.05
6319,RBF,12/16/2022,"505,000","676,700",0,0,713,0.08
6318,RBF,12/16/2022,"250,000","332,500",0,0,550,0.1
6317,RBF,12/16/2022,"250,000","317,500",0,0,749.5,0.05
6315,RBF,12/16/2022,"1,250,000","1,662,500",0,0,697,0.05
6314,RBF,12/16/2022,"250,000","342,500",0,"138,757",638,0.12
6313,RBF,12/16/2022,"250,000","317,500",0,0,747,0.03
6312,SuperB,12/15/2022,"750,000","885,000",0,0,743.5,0.02
6311,RBF,12/15/2022,"150,000","200,250",0,0,664,0.12
6310,RBF,12/15/2022,"550,000","698,500",0,0,805,0.03
6309,RBF,12/15/2022,"650,000","825,500",0,0,736,0.05
6308,RBF,12/15/2022,"505,000","661,550",0,0,729,0.03
6307,RBF,12/15/2022,"100,000","132,000",0,0,661,0.08
6306,RBF,12/15/2022,"1,500,000","1,995,000",0,0,696,0.04
6305,RBF,12/15/2022,"150,000","199,500",0,0,719,0.06
6304,RBF,12/14/2022,"300,000","363,000",0,0,765,0.01
6303,RBF,12/14/2022,"800,000","1,032,000",0,0,790,0.04
6302,RBF,12/14/2022,"100,000","129,000",0,0,703,0.06
6301,RBF,12/14/2022,"102,000","131,580","-36,742",0,669,0.05
6300,RBF,12/14/2022,"250,000","320,000",0,0,796.3333,0.06
6299,RBF,12/14/2022,"85,000","105,400",0,0,667,0.03
6298,RBF,12/14/2022,"350,000","448,000",0,0,737,0.04
6297,RBF,12/13/2022,"200,000","256,000",0,0,737,0.02
6296,RBF,12/13/2022,"225,000","290,250",0,0,650,0.06
6295,RBF,12/12/2022,"150,000","186,000",0,"77,532",753,0.04
6294,RBF,12/12/2022,"100,000","133,000",0,0,715,0.1
6293,SuperB,12/12/2022,"3,900,000","4,953,000",0,"1,892,896",791.5,0.005
6292,RBF,12/12/2022,"250,000","325,000",0,"53,370",718.5,0.06
6291,RBF,12/9/2022,"150,000","193,500",0,0,711,0.1
6290,SuperB,12/9/2022,"1,500,000","2,025,000",0,0,785,0.05
6289,RBF,12/9/2022,"300,000","411,000",0,0,653,0.1
6288,RBF,12/9/2022,"250,000","292,500",0,0,757,0.04
6287,RBF,12/9/2022,"7,000","9,100",0,0,545,0.08
6286,RBF,12/9/2022,"32,000","46,400",0,0,714,0.08
6285,RBF,12/8/2022,"225,000","288,000",0,0,710.5,0.04
6284,RBF,12/8/2022,"100,000","130,000",0,0,688,0.05
6283,SuperB,12/8/2022,"854,049","1,033,399",0,"501,029",732,0.035
6282,RBF,12/8/2022,"1,500,000","1,905,000",0,0,822,0.02
6281,SuperB,12/8/2022,"2,500,000","3,025,000",0,0,716,0.02
6280,SuperB,12/8/2022,"2,000,000","2,440,000",0,"923,359",714,0.03
6279,SuperB,12/7/2022,"3,500,000","4,112,500",0,0,732,0.01
6278,RBF,12/7/2022,"100,000","129,000","-18,750",0,619,0.05
6277,RBF,12/7/2022,"175,000","224,000",0,0,746,0.04
6276,RBF,12/7/2022,"100,000","130,000",0,0,803,0.05
6275,RBF,12/7/2022,"120,000","158,400",0,0,706,0.07
6274,RBF,12/6/2022,"75,000","100,500",0,0,665,0.1
6273,RBF,12/6/2022,"50,000","64,000",0,0,646,0.08
6272,SuperB,12/6/2022,"500,000","590,000",0,0,703,0.02
6270,RBF,12/6/2022,"65,000","76,700",0,0,764,0.04
6269,RBF,12/5/2022,"100,000","138,000",0,0,644,0.12
6268,RBF,12/5/2022,"208,000","282,880",0,0,667,0.09
6267,RBF,12/5/2022,"36,000","45,000",0,0,713,0.06
6266,RBF,12/2/2022,"400,000","508,000",0,0,673,0.03
6265,SuperB,12/1/2022,"3,000,000","3,930,000",0,0,749,0.04
6264,RBF,12/1/2022,"500,000","610,000",0,0,793,0.02
6263,SuperB,12/1/2022,"1,000,000","1,165,000",0,0,740,0
6262,RBF,12/1/2022,"150,000","192,000",0,0,700,0.04
6261,RBF,11/30/2022,"1,350,000","1,795,500",0,"326,200",711,0.04
6260,SuperB,11/30/2022,"2,750,000","3,932,500",0,0,702,0.06
6258,RBF,11/30/2022,"650,000","858,000",0,0,808,0.03
6257,RBF,11/30/2022,"250,000","330,000",0,0,780,0.06
6256,RBF,11/30/2022,"200,000","258,000",0,0,750,0.08
6255,RBF,11/30/2022,"1,000,000","1,230,000",0,"468,757",809,0.02
6254,RBF,11/30/2022,"1,000,000","1,310,000",0,0,729,0.03
6253,RBF,11/30/2022,"145,000","184,150",0,0,648,0.04
6252,SuperB,11/30/2022,"400,000","464,000",0,0,765,0.04
6251,RBF,11/30/2022,"150,000","199,500",0,0,703,0.1
6250,RBF,11/30/2022,"1,300,000","1,664,000",0,0,579,0.02
6249,RBF,11/30/2022,"100,000","130,000",0,0,786,0.06
6248,RBF,11/30/2022,"115,000","150,650",0,0,674,0.08
6247,RBF,11/30/2022,"750,000","922,500",0,0,782,0.04
6246,RBF,11/29/2022,"80,000","102,400",0,0,701,0.06
6245,RBF,11/29/2022,"300,000","396,000",0,0,674,0.07
6244,RBF,11/29/2022,"150,000","202,500",0,0,768,0.08
6243,SuperB,11/28/2022,"400,000","464,000",0,0,660,0.02
6242,RBF,11/28/2022,"120,000","164,400",0,0,646,0.1
6241,SuperB,11/28/2022,"2,700,000","3,064,500",0,0,743,0
6240,RBF,11/28/2022,"400,000","548,000",0,"67,823",642,0.11
6239,RBF,11/28/2022,"300,000","402,000",0,"234,596",743,0.1
6238,RBF,11/28/2022,"200,000","266,000",0,0,694,0.08
6237,RBF,11/28/2022,"500,000","635,000",0,0,657,0.04
6236,RBF,11/23/2022,"249,558","329,416",0,0,641,0.04
6235,RBF,11/23/2022,"150,000","187,500",0,0,623,0.07
6234,RBF,11/23/2022,"1,200,000","1,548,000",0,0,732,0.02
6233,SuperB,11/23/2022,"250,000","295,000",0,0,702,0
6232,RBF,11/23/2022,"650,000","864,500",0,"190,734",713,0.03
6231,RBF,11/23/2022,"507,000","643,890",0,"12,584",736.5,0.02
6230,RBF,11/23/2022,"250,000","322,500",0,0,729,0.05
6228,RBF,11/23/2022,"150,000","192,000",0,0,653,0.06
6227,SuperB,11/23/2022,"350,000","409,500",0,0,717,0.01
6226,RBF,11/23/2022,"171,391","219,380",0,0,556,0.04
6225,SuperB,11/22/2022,"1,800,000","2,016,000",0,0,723.5,0
6224,SuperB,11/22/2022,"1,000,000","1,220,000",0,0,728,0.02
6223,SuperB,11/22/2022,"1,700,000","2,176,000",0,0,721.3333,0.05
6222,RBF,11/22/2022,"500,000","605,000",0,0,767,0.02
6220,SuperB,11/22/2022,"900,000","1,107,000",0,0,715,0.03
6219,RBF,11/22/2022,"200,000","260,000",0,0,731.5,0.08
6218,RBF,11/22/2022,"450,000","571,500",0,0,771,0
6217,RBF,11/22/2022,"300,000","405,000",0,0,722,0.07
6216,RBF,11/22/2022,"350,000","465,500",0,0,726.5,0.08
6215,SuperB,11/21/2022,"600,000","726,000",0,0,664.6666,0.02
6214,RBF,11/21/2022,"395,000","541,150",0,0,637,0.12
6213,RBF,11/21/2022,"1,800,000","2,376,000",0,0,811,0.035
6212,RBF,11/18/2022,"30,000","37,800",0,0,635,0.02
6211,RBF,11/18/2022,"60,000","77,400",0,0,651,0.11
6210,RBF,11/18/2022,"450,000","553,500",0,0,678,0.03
6209,RBF,11/18/2022,"175,000","218,750",0,0,748,0.05
6208,RBF,11/18/2022,"150,000","196,500",0,"21,037",647,0.08
6207,RBF,11/18/2022,"495,000","603,900",0,0,698,0.02
6206,RBF,11/18/2022,"200,000","236,000",0,0,702,0.06
6205,RBF,11/18/2022,"1,000,000","1,420,000",0,0,678,0.105
6204,RBF,11/17/2022,"250,000","320,000",0,0,666.5,0.05
6203,RBF,11/17/2022,"150,000","205,500",0,0,703,0.08
6202,RBF,11/17/2022,"100,000","127,000",0,0,689,0.04
6201,RBF,11/17/2022,"750,000","997,500",0,"608,458",800,0.06
6200,RBF,11/16/2022,"165,000","222,750",0,"28,999",574,0.07
6199,RBF,11/16/2022,"75,000","90,000",0,0,776,0.01
6198,RBF,11/16/2022,"320,000","368,000",0,0,748,0.04
6197,RBF,11/15/2022,"200,000","252,000",0,"63,000",674,0.03
6196,RBF,11/15/2022,"450,000","571,500",0,0,633,0.03
6195,RBF,11/15/2022,"250,000","332,500",0,0,613,0.11
6194,RBF,11/15/2022,"40,000","50,400",0,0,740,0.06
6193,RBF,11/14/2022,"100,000","140,000",0,0,658,0.1
6192,RBF,11/14/2022,"250,000","317,500",0,0,738,0.02
6191,RBF,11/14/2022,"400,000","528,000",0,0,712.5,0.08
6190,RBF,11/14/2022,"400,000","516,000",0,0,675,0.07
6189,RBF,11/14/2022,"200,000","262,000",0,0,748,0.07
6188,RBF,11/14/2022,"300,000","387,000",0,0,704,0.07
6187,RBF,11/14/2022,"300,000","381,000",0,"127,642",740,0.05
6186,RBF,11/14/2022,"510,000","668,100",0,0,652,0.05
6185,RBF,11/10/2022,"1,500,000","1,875,000",0,0,705,0.03
6184,RBF,11/10/2022,"300,000","387,000",0,0,683,0.05
6182,RBF,11/10/2022,"300,000","399,000",0,0,675,0.07
6181,SuperB,11/10/2022,"3,000,000","3,900,000",0,0,790,0.04
6180,RBF,11/9/2022,"181,547","217,856",0,"96,937",741,0
6179,RBF,11/9/2022,"500,000","670,000",0,0,658.5,0.09
6178,RBF,11/9/2022,"1,000,000","1,310,000",0,0,676,0.02
6177,RBF,11/9/2022,"150,000","195,000",0,0,723,0.08
6176,RBF,11/9/2022,"100,000","133,000",0,0,678,0
6175,RBF,11/8/2022,"500,000","640,000",0,0,736,0.04
6173,RBF,11/8/2022,"250,000","320,000",0,0,766,0.05
6172,RBF,11/8/2022,"150,000","196,500",0,0,683,0.095
6171,RBF,11/8/2022,"150,000","190,500",0,0,801,0.04
6170,RBF,11/8/2022,"350,000","455,000",0,0,762,0.05
6169,RBF,11/7/2022,"1,510,000","1,789,350",0,0,798.5,0.005
6168,SuperB,11/7/2022,"1,200,000","1,530,000",0,0,800.5,0.005
6166,SuperB,11/7/2022,"750,000","1,005,000",0,"265,244",694,0.02
6165,RBF,11/7/2022,"500,000","685,000",0,0,743,0.1
6164,RBF,11/4/2022,"500,000","615,000",0,0,777,0.03
6162,RBF,11/3/2022,"100,000","134,000",0,0,665,0.08
